Title,Year,Genres,Language,Country,Content_Rating,Duration,Aspect_Ratio,Budget,Gross_Earnings,Director,Actor1,Actor2,Actor3,Reviews_by_Users,Reviews_by_Critics,IMDB_Score
Whipped,2000,Comedy Romance,English,USA,R,82,1.85,3000000,4142507,Peter M. Cohen,Callie Thorne,Brian Van Holt,David Heyman,81,48,4.4
Woman on Top,2000,Comedy Fantasy Romance,English,USA,R,92,2.35,8000000,5018450,Fina Torres,Harold Perrineau,John de Lancie,Mark Feuerstein,86,72,5.3
Wonder Boys,2000,Comedy Drama,English,USA,R,107,2.35,55000000,19389454,Curtis Hanson,Robert Downey Jr.,Rip Torn,Richard Thomas,335,173,7.4
X-Men,2000,Action Adventure Sci-Fi,English,USA,PG-13,104,2.35,75000000,157299717,Bryan Singer,Hugh Jackman,Tyler Mane,Bruce Davison,1401,290,7.4
You Can Count on Me,2000,Drama,English,USA,R,111,1.85,1200000,9180275,Kenneth Lonergan,Matthew Broderick,Rory Culkin,Gaby Hoffmann,231,122,7.7
15 Minutes,2001,Action Crime Drama Thriller,English,USA,R,120,2.35,42000000,24375436,John Herzfeld,Robert De Niro,Charlize Theron,Kelsey Grammer,265,151,6.1
3000 Miles to Graceland,2001,Action Comedy Crime Thriller,English,USA,R,125,2.35,42000000,15738632,Demian Lichtenstein,Jon Lovitz,Bokeem Woodbine,Ice-T,399,113,5.9
A Beautiful Mind,2001,Biography Drama,English,USA,PG-13,135,1.85,58000000,170708996,Ron Howard,Adam Goldberg,Austin Pendleton,Judd Hirsch,1171,205,8.2
A Knight's Tale,2001,Action Adventure Romance,English,USA,PG-13,144,2.35,65000000,56083966,Brian Helgeland,Heath Ledger,Rufus Sewell,BÃ©rÃ©nice Bejo,658,167,6.9
A.I. Artificial Intelligence,2001,Adventure Drama Sci-Fi,English,USA,PG-13,146,1.85,100000000,78616689,Steven Spielberg,Haley Joel Osment,William Hurt,Kevin Sussman,2153,281,7.1
Ali,2001,Biography Drama Sport,English,USA,R,165,2.35,107000000,58183966,Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,386,174,6.8
Alias Betty,2001,Comedy Crime Drama Romance Thriller,French,France,NA,103,NA,50000000,206400,Claude Miller,Sandrine Kiberlain,Edouard Baer,Roschdy Zem,26,38,6.9
All the Queen's Men,2001,Action Comedy Drama War,English,Germany,PG-13,105,2.35,25000000,22723,Stefan Ruzowitzky,Eddie Izzard,Udo Kier,Edward Fox,40,19,4.5
Along Came a Spider,2001,Crime Drama Thriller,English,USA,R,104,2.35,60000000,74058698,Lee Tamahori,Morgan Freeman,Billy Burke,Monica Potter,317,133,6.3
AmÃ©lie,2001,Comedy Romance,French,France,R,122,2.35,77000000,33201661,Jean-Pierre Jeunet,Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty,1314,242,8.4
American Desi,2001,Comedy Drama Romance,English,USA,Unrated,100,1.85,250000,902835,Piyush Dinker Pandya,Purva Bedi,Rizwan Manji,Anil Kumar,40,9,6.7
American Outlaws,2001,Action Western,English,USA,PG-13,94,1.85,35000000,13264986,Les Mayfield,Gregory Smith,Ronny Cox,Harris Yulin,162,44,6
American Pie 2,2001,Comedy,English,USA,R,108,1.85,30000000,145096820,J.B. Rogers,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,431,142,6.4
America's Sweethearts,2001,Comedy Romance,English,USA,PG-13,102,2.35,48000000,93607673,Joe Roth,Julia Roberts,Rainn Wilson,Larry King,343,142,5.7
Angel Eyes,2001,Drama Romance,English,USA,R,102,1.85,38000000,24044532,Luis Mandoki,Sonia Braga,Shirley Knight,Kari Matchett,180,106,5.6
Antitrust,2001,Action Crime Drama Thriller,English,USA,PG-13,109,2.35,30000000,10965209,Peter Howitt,Tyler Labine,Richard Roundtree,Ned Bellamy,221,123,6.1
Atlantis: The Lost Empire,2001,Action Adventure Animation Family Fantasy Sci-Fi,English,USA,PG,95,2.35,120000000,84037039,Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer,289,146,6.8
Ayurveda: Art of Being,2001,Documentary,English,India,NA,102,1.85,300000,16892,Pan Nalin,NA,NA,NA,12,15,7.6
Baby Boy,2001,Crime Drama Romance Thriller,English,USA,R,130,1.85,16000000,28734552,John Singleton,Mo'Nique,Snoop Dogg,Angell Conwell,81,41,6.4
Bandits,2001,Comedy Crime Drama Romance,English,USA,PG-13,123,2.35,80000000,41523271,Barry Levinson,Bruce Willis,BrÃ­an F. O'Byrne,Azura Skye,261,132,6.6
Behind Enemy Lines,2001,Action Drama Thriller War,English,USA,PG-13,106,2.35,40000000,59068786,John Moore,Joaquim de Almeida,David Keith,Sam Jaeger,411,131,6.4
Birthday Girl,2001,Comedy Crime Thriller,English,UK,R,93,2.35,13000000,4919896,Jez Butterworth,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin,159,111,6.1
Black Hawk Down,2001,Drama History War,English,USA,R,152,2.35,92000000,108638745,Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner,1103,200,7.7
Black Knight,2001,Adventure Comedy Fantasy,English,USA,PG-13,95,2.35,50000000,33422806,Gil Junger,Tom Wilkinson,Marsha Thomason,Vincent Regan,164,46,4.8
Blow,2001,Biography Crime Drama,English,USA,R,124,2.35,30000000,52937130,Ted Demme,Johnny Depp,Ethan Suplee,Jordi MollÃ ,426,147,7.6
Bridget Jones's Diary,2001,Comedy Drama Romance,English,UK,R,97,2.35,26000000,71500556,Sharon Maguire,Colin Firth,Jim Broadbent,Shirley Henderson,571,168,6.7
Brigham City,2001,Crime Drama Mystery,English,USA,PG-13,119,1.85,1000000,798341,Richard Dutcher,Wilford Brimley,Frank Gerrish,Rick Macy,63,12,7.2
Bubble Boy,2001,Adventure Comedy Romance Sci-Fi,English,USA,PG-13,84,2.35,13000000,5002310,Blair Hayes,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,181,47,5.6
Buffalo Soldiers,2001,Comedy Crime Drama Thriller War,English,UK,R,98,2.35,15000000,353743,Gregor Jordan,Dean Stockwell,Scott Glenn,Leon,111,109,6.9
Bully,2001,Biography Crime Drama,English,USA,R,115,1.85,2100000,510092,Larry Clark,Kelli Garner,Nick Stahl,Brad Renfro,336,76,7
Captain Corelli's Mandolin,2001,Drama Music Romance War,English,UK,R,131,2.35,57000000,25528495,John Madden,Christian Bale,Irene Papas,Mihalis Giannatos,220,96,5.9
Cats & Dogs,2001,Action Comedy Family Fantasy,English,USA,PG,87,1.85,60000000,93375151,Lawrence Guterman,Carol Ann Susi,Elizabeth Perkins,Miriam Margolyes,235,105,5.2
Corky Romano,2001,Comedy Crime,English,USA,PG-13,86,1.85,11000000,23978402,Rob Pritts,Vincent Pastore,Vinessa Shaw,Peter Berg,100,62,4.6
Crazy/Beautiful,2001,Drama Romance,English,USA,PG-13,135,1.85,14000000,16929123,John Stockwell,Kirsten Dunst,Jay Hernandez,Rolando Molina,169,84,6.5
Crocodile Dundee in Los Angeles,2001,Adventure Comedy Crime,English,Australia,PG,92,1.85,21150000,25590119,Simon Wincer,Jere Burns,Paul Hogan,Linda Kozlowski,119,71,4.8
Dogtown and Z-Boys,2001,Documentary Sport,English,USA,PG-13,91,1.37,400000,1293295,Stacy Peralta,Tony Alva,Jay Adams,Jeff Ament,88,86,7.7
Domestic Disturbance,2001,Crime Mystery Thriller,English,USA,PG-13,89,2.35,53000000,45207112,Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,190,98,5.5
Donnie Darko,2001,Drama Sci-Fi Thriller,English,USA,R,133,2.35,4500000,727883,Richard Kelly,Jake Gyllenhaal,Mary McDonnell,James Duval,2110,283,8.1
Don't Say a Word,2001,Crime Drama Mystery Thriller,English,USA,R,113,2.35,50000000,54997476,Gary Fleder,Oliver Platt,Jennifer Esposito,Conrad Goode,248,113,6.3
Double Take,2001,Action Comedy Crime Thriller,English,USA,PG-13,88,2.35,24000000,20218,George Gallo,Daniel Roebuck,Eddie Griffin,Garcelle Beauvais,50,45,5.3
Down and Out with the Dolls,2001,Comedy Music,English,USA,R,88,1.78,1200000,58936,Kurt Voss,Lemmy,Coyote Shivers,ZoÃ« Poledouris,4,12,6.1
Down to Earth,2001,Comedy Fantasy,English,USA,PG-13,87,1.85,30000000,64172251,Chris Weitz,Chazz Palminteri,Mark Addy,Wanda Sykes,122,61,5.4
Dr. Dolittle 2,2001,Comedy Family Fantasy,English,USA,PG,87,2.35,72000000,112950721,Steve Carr,Raven-SymonÃ©,Jeffrey Jones,Kevin Pollak,79,91,4.6
Driven,2001,Action Drama Sport,English,USA,PG-13,116,2.35,72000000,32616869,Renny Harlin,Sylvester Stallone,Estella Warren,CristiÃ¡n de la Fuente,346,109,4.5
Enemy at the Gates,2001,Drama History War,English,USA,R,131,2.35,68000000,51396781,Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,Clemens Schick,662,187,7.6
Exit Wounds,2001,Action Comedy Crime Drama Thriller,English,USA,R,101,2.35,33000000,51758599,Andrzej Bartkowiak,Michael Jai White,Bill Duke,Bruce McGill,232,107,5.5
Final Fantasy: The Spirits Within,2001,Action Adventure Animation Fantasy Romance Sci-Fi,English,USA,PG-13,106,1.85,137000000,32131830,Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,788,166,6.4
Formula 51,2001,Action Comedy Crime Thriller,English,UK,R,93,2.35,28000000,5204007,Ronny Yu,Meat Loaf,Junix Inocian,Paul Barber,167,95,6.3
Frailty,2001,Crime Drama Thriller,English,USA,R,100,1.85,11000000,13103828,Bill Paxton,Matthew McConaughey,Powers Boothe,Matt O'Leary,463,161,7.3
Freddy Got Fingered,2001,Comedy,English,USA,R,87,1.85,15000000,14249005,Tom Green,Rip Torn,Harland Williams,Eddie Kaye Thomas,619,97,4.5
From Hell,2001,Horror Mystery Thriller,English,USA,R,122,2.35,35000000,31598308,Albert Hughes,Johnny Depp,Jason Flemyng,Ian Richardson,541,208,6.8
Get Over It,2001,Comedy Romance,English,USA,PG-13,87,2.35,22000000,11560259,Tommy O'Haver,Mila Kunis,Kirsten Dunst,Carmen Electra,180,63,5.8
Ghost World,2001,Comedy Drama,English,USA,R,111,1.85,7000000,6200756,Terry Zwigoff,Scarlett Johansson,Steve Buscemi,T.J. Thyne,488,122,7.4
Ghosts of Mars,2001,Action Horror Sci-Fi,English,USA,R,98,2.35,28000000,8434601,John Carpenter,Jason Statham,Clea DuVall,Natasha Henstridge,460,156,4.9
Glitter,2001,Drama Music Romance,English,USA,PG-13,104,2.35,22000000,4273372,Vondie Curtis-Hall,Mariah Carey,Max Beesley,Valarie Pettiford,308,66,2.1
Gosford Park,2001,Drama Mystery,English,UK,R,131,2.35,19800000,41300105,Robert Altman,Kristin Scott Thomas,Bob Balaban,Tom Hollander,651,187,7.3
Hardball,2001,Drama Sport,English,USA,PG-13,106,1.85,21000000,40219708,Brian Robbins,Keanu Reeves,D.B. Sweeney,DeWayne Warren,131,85,6.3
Harry Potter and the Sorcerer's Stone,2001,Adventure Family Fantasy,English,UK,PG,159,2.35,125000000,317557891,Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,1571,258,7.5
Harvard Man,2001,Comedy Crime Drama Romance Thriller,English,USA,R,99,2.35,5500000,56007,James Toback,Sarah Michelle Gellar,Eric Stoltz,Joey Lauren Adams,69,27,4.9
Head Over Heels,2001,Comedy Mystery Romance,English,USA,PG-13,86,2.35,14000000,10397365,Mark Waters,Monica Potter,Ivana Milicevic,China Chow,104,61,5.4
Heartbreakers,2001,Comedy Crime Romance,English,USA,PG-13,123,2.35,35000000,40334024,David Mirkin,Sarah Silverman,Anne Bancroft,Jeffrey Jones,216,116,6.2
Hearts in Atlantis,2001,Drama Mystery,English,USA,PG-13,101,2.35,31000000,24185781,Scott Hicks,Anthony Hopkins,Mika Boorem,Hope Davis,268,135,6.9
Hedwig and the Angry Inch,2001,Comedy Drama Music Musical,English,USA,R,95,1.85,6000000,3029081,John Cameron Mitchell,John Cameron Mitchell,Miriam Shor,Andrea Martin,231,108,7.8
High Heels and Low Lifes,2001,Action Comedy Drama,English,UK,R,86,1.85,10000000,226792,Mel Smith,Minnie Driver,Danny Dyer,Mary McCormack,44,43,6.2
How High,2001,Comedy Fantasy,English,USA,R,93,1.85,12000000,31155435,Jesse Dylan,Hector Elizondo,Fred Willard,T.J. Thyne,102,34,6.2
I Am Sam,2001,Drama,English,USA,PG-13,132,1.85,22000000,40270895,Jessie Nelson,Dianne Wiest,Loretta Devine,Richard Schiff,431,129,7.6
Impostor,2001,Drama Mystery Sci-Fi Thriller,English,USA,R,102,1.85,40000000,6114237,Gary Fleder,Gary Dourdan,Mekhi Phifer,Tim Guinee,207,83,6.2
In the Bedroom,2001,Crime Drama,English,USA,R,138,2.35,1700000,35918429,Todd Field,Tom Wilkinson,Sissy Spacek,Karen Allen,510,179,7.5
Iris,2001,Biography Drama Romance,English,UK,R,91,1.85,5500000,1292119,Richard Eyre,Kate Winslet,Jim Broadbent,Kris Marshall,144,100,7.1
Jason X,2001,Action Horror Sci-Fi Thriller,English,USA,R,85,1.85,11000000,12610731,James Isaac,Peter Mensah,Kane Hodder,Lexa Doig,673,205,4.4
Jay and Silent Bob Strike Back,2001,Comedy,English,USA,R,104,2.35,22000000,30059386,Kevin Smith,Will Ferrell,Shannon Elizabeth,Jason Mewes,867,181,6.9
Jeepers Creepers,2001,Horror Mystery,English,Germany,R,90,1.85,10000000,37470017,Victor Salva,Eileen Brennan,Patricia Belcher,Jonathan Breck,985,190,6.1
Jimmy Neutron: Boy Genius,2001,Action Adventure Animation Comedy Family Sci-Fi,English,USA,G,82,1.85,30000000,80920948,John A. Davis,Martin Short,Rob Paulsen,Andrea Martin,118,66,6
Joe Dirt,2001,Adventure Comedy Drama,English,USA,PG-13,91,1.85,17700000,27087695,Dennie Gordon,Brittany Daniel,Erik Per Sullivan,Fred Ward,205,78,5.9
Joe Somebody,2001,Comedy Drama,English,USA,PG,98,1.85,38000000,22770864,John Pasquin,Jim Belushi,Ken Marino,Kelly Lynch,85,55,5.5
Josie and the Pussycats,2001,Comedy Music,English,Canada,PG-13,98,1.85,22000000,14252830,Harry Elfont,Rosario Dawson,Paulo Costanzo,Aries Spears,242,93,5.3
Joy Ride,2001,Mystery Thriller,English,USA,R,97,2.35,23000000,21973182,John Dahl,Paul Walker,Jessica Bowman,Dell Yount,339,140,6.6
Jurassic Park III,2001,Action Adventure Sci-Fi Thriller,English,USA,PG-13,92,1.85,93000000,181166115,Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola,1236,198,5.9
Just Visiting,2001,Comedy Fantasy Sci-Fi,English,France,PG-13,84,2.35,40000000,4777007,Jean-Marie PoirÃ©,Bridgette Wilson-Sampras,Matt Ross,John Aylward,98,61,5.8
Kate & Leopold,2001,Comedy Fantasy Romance,English,USA,PG-13,123,1.85,48000000,47095453,James Mangold,Hugh Jackman,Natasha Lyonne,Bradley Whitford,316,125,6.4
Kiss of the Dragon,2001,Action Crime Drama Thriller,English,France,R,98,2.35,25000000,36833473,Chris Nahon,Jet Li,Bridget Fonda,Max Ryan,254,116,6.6
Kissing Jessica Stein,2001,Comedy Drama Romance,English,USA,R,97,1.85,1000000,7022940,Charles Herman-Wurmfeld,Scott Cohen,Jennifer Westfeldt,Brian Stepanek,190,110,6.7
Knockaround Guys,2001,Crime Drama Thriller,English,USA,R,92,2.35,15000000,11632420,Brian Koppelman,Vin Diesel,Tom Noonan,Kevin Gage,135,57,6.1
K-PAX,2001,Drama Mystery Sci-Fi,English,USA,PG-13,120,2.35,48000000,50173190,Iain Softley,Kevin Spacey,Jeff Bridges,Alfre Woodard,537,140,7.4
L.I.E.,2001,Crime Drama,English,USA,NC-17,97,1.85,700000,1141829,Michael Cuesta,Adam LeFevre,Bruce Altman,Walter Masterson,109,64,7.2
Lara Croft: Tomb Raider,2001,Action Adventure Fantasy Thriller,English,USA,PG-13,100,2.35,115000000,131144183,Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,824,199,5.7
Last Orders,2001,Drama,English,UK,R,109,2.35,12000000,2326407,Fred Schepisi,Bob Hoskins,Ray Winstone,JJ Feild,99,61,7
Legally Blonde,2001,Comedy Romance,English,USA,PG-13,96,2.35,18000000,95001351,Robert Luketic,Linda Cardellini,Raquel Welch,Alanna Ubach,548,163,6.2
Life as a House,2001,Drama,English,USA,R,125,2.35,18000000,15561627,Irwin Winkler,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,359,99,7.5
Lovely & Amazing,2001,Comedy Drama Romance,English,USA,R,91,1.85,250000,4186931,Nicole Holofcener,Aunjanue Ellis,Brenda Blethyn,Raven Goodwin,85,71,6.9
Lucky Break,2001,Comedy Crime Romance,English,UK,PG-13,107,2.35,6000000,54606,Peter Cattaneo,James Nesbitt,Olivia Williams,Peter McNamara,34,47,6.2
Made,2001,Comedy Crime Drama Thriller,English,USA,R,95,1.85,5000000,5308707,Jon Favreau,Jon Favreau,Faizon Love,Jonathan Silverman,165,81,6.4
Madison,2001,Drama Sport,English,USA,PG,94,2.35,15500000,508867,William Bindley,Bruce Dern,Jake Lloyd,William Shockley,26,21,6.5
Max Keeble's Big Move,2001,Comedy Crime Family,English,USA,PG,91,1.85,12000000,17292381,Tim Hill,Noel Fisher,Amber Valletta,Larry Miller,69,37,5.3
Mean Machine,2001,Comedy Drama Sport,English,UK,R,99,1.85,2500000,92191,Barry Skolnick,Jason Statham,Jason Flemyng,Danny Dyer,84,54,6.5
Megiddo: The Omega Code 2,2001,Action Adventure Fantasy Sci-Fi Thriller,English,USA,PG-13,104,1.85,22000000,5974653,Brian Trenchard-Smith,Michael Biehn,Udo Kier,Franco Nero,111,18,4.1
Monkeybone,2001,Animation Comedy Fantasy,English,USA,PG-13,93,1.85,75000000,5409517,Henry Selick,Brendan Fraser,Bridget Fonda,Megan Mullally,171,74,4.7
Monster's Ball,2001,Drama Romance,English,USA,R,112,2.35,4000000,31252964,Marc Forster,Heath Ledger,Peter Boyle,Marcus Lyle Brown,522,153,7.1
"Monsters, Inc.",2001,Adventure Animation Comedy Family Fantasy,English,USA,G,92,1.85,115000000,289907418,Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,593,250,8.1
Moulin Rouge!,2001,Drama Musical Romance,English,USA,PG-13,127,2.35,52500000,57386369,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,2319,209,7.6
Mulholland Drive,2001,Drama Mystery Thriller,English,France,R,147,1.85,15000000,7219578,David Lynch,Naomi Watts,Robert Forster,Laura Harring,1768,252,8
Never Again,2001,Comedy Romance,English,USA,R,98,1.85,500000,295468,Eric Schaeffer,Peter Dinklage,Bill Duke,Michael McKean,34,25,6
Not Another Teen Movie,2001,Comedy,English,USA,R,99,1.85,16000000,37882551,Joel Gallen,Chris Evans,JoAnna Garcia Swisher,Mia Kirshner,393,97,5.7
Novocaine,2001,Comedy Crime Drama Thriller,English,USA,R,95,1.85,6000000,2025238,David Atkins,Chelcie Ross,Lynne Thigpen,Polly Noonan,105,84,5.8
Nowhere in Africa,2001,Biography Drama,English,Germany,R,141,2.35,7000000,6173485,Caroline Link,Merab Ninidze,Juliane KÃ¶hler,Matthias Habich,84,73,7.7
O,2001,Drama Romance Thriller,English,USA,R,95,1.85,5000000,16017403,Tim Blake Nelson,Mekhi Phifer,Andrew Keegan,John Heard,153,92,6.2
Ocean's Eleven,2001,Crime Thriller,English,USA,PG-13,116,2.35,85000000,183405771,Steven Soderbergh,Brad Pitt,Bernie Mac,Elliott Gould,845,186,7.8
On the Line,2001,Comedy Family Romance,English,USA,PG,85,1.85,16000000,4356743,Eric Bross,Jerry Stiller,Tamala Jones,Dave Foley,79,46,4.1
Original Sin,2001,Drama Mystery Romance Thriller,English,France,R,118,2.35,42000000,16252765,Michael Cristofer,Angelina Jolie Pitt,Gregory Itzin,Jack Thompson,181,93,6
Osmosis Jones,2001,Action Adventure Animation Comedy Crime Family Fantasy,English,USA,PG,95,2.35,70000000,13596911,Bobby Farrelly,Ron Howard,Brandy Norwood,David Hyde Pierce,123,81,6.2
Out Cold,2001,Comedy Sport,English,USA,PG-13,89,1.85,11000000,13903262,Brendan Malloy,Lee Majors,Jason London,Thomas Lennon,90,37,6.3
Pearl Harbor,2001,Action Drama History Romance War,English,USA,PG-13,184,2.35,140000000,198539855,Michael Bay,Jennifer Garner,Jaime King,Mako,1999,191,6.1
Planet of the Apes,2001,Action Adventure Sci-Fi Thriller,English,USA,PG-13,119,2.35,100000000,180011740,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,1368,230,5.7
Pootie Tang,2001,Action Adventure Comedy Musical,English,USA,PG-13,81,1.85,3000000,3293258,Louis C.K.,Wanda Sykes,J.B. Smoove,Robert Vaughn,131,31,5.2
Rat Race,2001,Adventure Comedy,English,Canada,PG-13,112,2.35,48000000,56607223,Jerry Zucker,Corinna Harney,Douglas Haase,Vince Vieluf,497,103,6.4
Recess: School's Out,2001,Animation Comedy Family Mystery Sci-Fi,English,USA,G,82,1.85,23000000,36696761,Chuck Sheetz,Diedrich Bader,Andrew Lawrence,Dabney Coleman,38,44,6.5
Riding in Cars with Boys,2001,Biography Comedy Drama,English,USA,PG-13,132,1.85,48000000,29781453,Penny Marshall,Rosie Perez,Adam Garcia,Alissa Dean,210,89,6.4
Rock Star,2001,Drama Music,English,USA,R,105,2.35,57000000,16991902,Stephen Herek,Beth Grant,Dagmara Dominczyk,Matthew Glave,191,107,6.2
Rush Hour 2,2001,Action Comedy Crime Thriller,English,USA,PG-13,90,2.35,90000000,226138454,Brett Ratner,Mei MelanÃ§on,John Lone,Harris Yulin,394,127,6.6
Save the Last Dance,2001,Drama Music Romance,English,USA,PG-13,112,1.85,13000000,91038276,Thomas Carter,Sean Patrick Thomas,Terry Kinney,Fredro Starr,320,101,6.1
Saving Silverman,2001,Comedy Crime Romance,English,USA,PG-13,96,1.85,22000000,19351569,Dennis Dugan,Amanda Detmer,Neil Diamond,Kyle Gass,201,97,5.9
Say It Isn't So,2001,Comedy Romance,English,USA,R,95,1.85,25000000,5516708,J.B. Rogers,Eddie Cibrian,Chris Klein,Jack Plotnick,91,87,4.9
Scary Movie 2,2001,Comedy,English,USA,R,83,1.85,45000000,71277420,Keenen Ivory Wayans,Natasha Lyonne,Veronica Cartwright,Andy Richter,548,127,5.2
See Spot Run,2001,Action Comedy Crime Family,English,USA,PG,94,1.85,35000000,33357476,John Whitesell,Leslie Bibb,Angus T. Jones,Paul Sorvino,53,51,5.4
Serendipity,2001,Comedy Romance,English,USA,PG-13,82,1.85,28000000,49968653,Peter Chelsom,Lilli Lavine,David Sparrow,Ann Talman,374,122,6.9
Session 9,2001,Horror Mystery,English,USA,R,100,2.35,1500000,373967,Brad Anderson,Paul Guilfoyle,Brendan Sexton III,Larry Fessenden,481,127,6.5
Shallow Hal,2001,Comedy Drama Fantasy Romance,English,USA,PG-13,114,1.85,40000000,70836296,Bobby Farrelly,Jason Alexander,Bruce McGill,Susan Ward,426,109,5.9
Shrek,2001,Adventure Animation Comedy Family Fantasy,English,USA,PG,90,1.85,60000000,267652016,Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,945,212,7.9
Someone Like You...,2001,Comedy Romance,English,USA,PG-13,97,1.85,23000000,27338033,Tony Goldwyn,Hugh Jackman,Ellen Barkin,Catherine Dent,167,92,6.1
Soul Survivors,2001,Drama Horror Mystery Thriller,English,USA,PG-13,84,1.85,14000000,3100650,Stephen Carpenter,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,181,64,3.9
Spy Game,2001,Action Crime Thriller,English,Germany,R,114,2.35,92000000,26871,Tony Scott,Brad Pitt,Stephen Dillane,Catherine McCormack,361,142,7
